,Date,Open,High,Low,Close,Adj Close,Volume,Close_rolling_mean,Close_rolling_std,Close_Diff
38,2012-02-27,74.472855,75.5,73.754288,75.108574,64.904282,136895500.0,65.1070474,5.206553016865463,0.47857700000000136
39,2012-02-28,74.472855,75.5,73.754288,75.108574,64.904282,136895500.0,65.1070474,5.206553016865463,0.47857700000000136
40,2012-02-29,74.472855,75.5,73.754288,75.108574,64.904282,136895500.0,65.1070474,5.206553016865463,0.47857700000000136
41,2012-03-01,74.472855,75.5,73.754288,75.108574,64.904282,136895500.0,65.1070474,5.206553016865463,0.47857700000000136
42,2012-03-02,74.472855,75.5,73.754288,75.108574,64.904282,136895500.0,65.1070474,5.206553016865463,0.47857700000000136
43,2012-03-05,74.472855,75.5,73.754288,75.108574,64.904282,136895500.0,65.1070474,5.206553016865463,0.47857700000000136
44,2012-03-06,74.472855,75.5,73.754288,75.108574,64.904282,136895500.0,65.1070474,5.206553016865463,0.47857700000000136
45,2012-03-07,74.472855,75.5,73.754288,75.108574,64.904282,136895500.0,65.1070474,5.206553016865463,0.47857700000000136
46,2012-03-08,74.472855,75.5,73.754288,75.108574,64.904282,136895500.0,65.1070474,5.206553016865463,0.47857700000000136
47,2012-03-09,77.744286,78.248573,77.587143,77.881432,67.300438,104729800.0,66.86980933333334,6.1469274151525255,0.45429300000000694
48,2012-03-12,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
49,2012-03-13,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
50,2012-03-14,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
51,2012-03-15,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
52,2012-03-16,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
53,2012-03-19,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
54,2012-03-20,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
55,2012-03-21,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
56,2012-03-22,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
57,2012-03-23,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
58,2012-03-26,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
59,2012-03-27,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
60,2012-03-28,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
61,2012-03-29,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
62,2012-03-30,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
63,2012-04-02,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
64,2012-04-03,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
65,2012-04-04,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
66,2012-04-05,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
67,2012-04-06,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
68,2012-04-09,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
69,2012-04-10,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
70,2012-04-11,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
71,2012-04-12,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
72,2012-04-13,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
73,2012-04-16,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
74,2012-04-17,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
75,2012-04-18,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
76,2012-04-19,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
77,2012-04-20,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
78,2012-04-23,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
79,2012-04-24,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
80,2012-04-25,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
81,2012-04-26,78.425713,78.85714,78.14286,78.85714,68.143532,101820600.0,67.48295213333333,6.398074886833079,0.9757079999999974
82,2012-04-27,86.438568,86.597145,85.785713,86.14286,74.43943,101680600.0,71.01919033333334,8.530935871554167,-0.6714249999999993
83,2012-04-30,85.400002,85.485718,83.285713,83.425713,72.091446,126536200.0,71.75666643333334,8.61774421906735,-2.717146999999997
84,2012-05-01,85.400002,85.485718,83.285713,83.425713,72.091446,126536200.0,71.75666643333334,8.61774421906735,-2.717146999999997
85,2012-05-02,85.400002,85.485718,83.285713,83.425713,72.091446,126536200.0,71.75666643333334,8.61774421906735,-2.717146999999997
86,2012-05-03,84.35714,84.485718,82.900002,83.117142,71.824791,97637400.0,73.27928533333333,8.520765551492165,-0.5942840000000018
87,2012-05-04,82.440002,82.622856,80.738571,80.75,69.779243,132498100.0,73.93566630000001,8.302555820728596,-2.367142000000001
88,2012-05-07,80.214287,81.824287,80.175713,81.354286,70.301445,115029600.0,74.64552346666666,7.97925281678079,0.6042860000000019
89,2012-05-08,81.368568,81.64286,79.818573,81.168571,70.140945,124313000.0,75.23385683333332,7.7787126872922085,-0.18571500000000185
90,2012-05-09,80.528572,81.997147,80.121429,81.311432,70.264397,120176000.0,75.81433310000001,7.5499487146646,0.14286099999999635
91,2012-05-10,82.082855,82.26857,81.205711,81.502853,70.429832,83300000.0,76.37390439999999,7.317518784680022,0.1914210000000054
92,2012-05-11,80.714287,82.067146,80.621429,80.958572,69.959488,99886500.0,76.89880926666666,7.0490616963284864,-0.544280999999998
93,2012-05-14,80.367142,81.072861,79.657143,79.745712,68.911415,88156600.0,77.3846664,6.706782413668157,-1.2128600000000063
94,2012-05-15,80.207146,80.459999,78.821426,79.024284,68.287987,119084000.0,77.8515711,6.290769622458587,-0.7214280000000031
95,2012-05-16,79.150002,79.555717,77.291428,78.011429,67.412743,140224000.0,78.2629997,5.855034818846493,-1.0128549999999876
96,2012-05-17,79.150002,79.555717,77.291428,78.011429,67.412743,140224000.0,78.2629997,5.855034818846493,-1.0128549999999876
97,2012-05-18,79.150002,79.555717,77.291428,78.011429,67.412743,140224000.0,78.2629997,5.855034818846493,-1.0128549999999876
98,2012-05-21,79.150002,79.555717,77.291428,78.011429,67.412743,140224000.0,78.2629997,5.855034818846493,-1.0128549999999876
99,2012-05-22,79.150002,79.555717,77.291428,78.011429,67.412743,140224000.0,78.2629997,5.855034818846493,-1.0128549999999876
100,2012-05-23,79.150002,79.555717,77.291428,78.011429,67.412743,140224000.0,78.2629997,5.855034818846493,-1.0128549999999876
101,2012-05-24,79.150002,79.555717,77.291428,78.011429,67.412743,140224000.0,78.2629997,5.855034818846493,-1.0128549999999876
102,2012-05-25,80.655716,80.835716,79.781425,80.327141,69.413841,82126800.0,79.19066643333332,4.940610657146731,-0.4328610000000026
103,2012-05-28,80.655716,80.835716,79.781425,80.327141,69.413841,82126800.0,79.19066643333332,4.940610657146731,-0.4328610000000026
104,2012-05-29,80.655716,80.835716,79.781425,80.327141,69.413841,82126800.0,79.19066643333332,4.940610657146731,-0.4328610000000026
105,2012-05-30,81.314285,82.855713,80.937141,82.738571,71.497665,132357400.0,80.01047563333333,4.271723651172664,0.9857179999999914
106,2012-05-31,82.96286,83.071426,81.637146,82.53286,71.319878,122918600.0,80.335571,4.068775492458222,-0.20571099999999376
107,2012-06-01,81.308571,81.807144,80.074287,80.141426,69.253372,130246900.0,80.6159042,3.7312378230624748,-2.391434000000004
108,2012-06-04,80.214287,81.071426,78.35714,80.612854,69.660744,139248900.0,80.85995173333335,3.4656303443110636,0.47142800000000307
109,2012-06-05,80.181427,80.924286,79.761429,80.404289,69.480499,97053600.0,81.0810948,3.1990314242491347,-0.208564999999993
110,2012-06-06,81.110001,81.978569,80.785713,81.637146,70.545883,100363900.0,81.31466643333333,2.9585418031091537,1.2328569999999957
111,2012-06-07,82.470001,82.474289,81.5,81.674286,70.577957,94941700.0,81.5335235,2.7165705363776573,0.037139999999993734
112,2012-06-08,81.657143,82.940002,81.285713,82.902855,71.639626,86879100.0,81.70085673333332,2.637400802050283,1.2285690000000073
113,2012-06-11,81.657143,82.940002,81.285713,82.902855,71.639626,86879100.0,81.70085673333332,2.637400802050283,1.2285690000000073
114,2012-06-12,81.657143,82.940002,81.285713,82.902855,71.639626,86879100.0,81.70085673333332,2.637400802050283,1.2285690000000073
115,2012-06-13,82.074287,82.639999,81.482857,81.737144,70.632256,73395000.0,81.99209486666668,2.3975129502912282,-0.5714269999999999
116,2012-06-14,81.605713,81.928574,81.03714,81.647141,70.554489,86393300.0,82.0850949,2.3247214369698037,-0.09000299999999584
117,2012-06-15,81.571426,82.08857,81.364288,82.01857,70.875465,83813800.0,81.98071383333334,2.2515088492098454,0.371428999999992
118,2012-06-18,81.565712,83.984283,81.48143,83.682854,72.313637,110103000.0,81.79723759999999,1.8285499591168446,1.6642840000000092
119,2012-06-19,83.342857,84.285713,83.300003,83.915718,72.514885,90351100.0,81.70061869999999,1.618869250676824,0.2328639999999922
120,2012-06-20,84.029999,84.178574,82.971428,83.677139,72.308708,89735800.0,81.618428,1.4380525296951145,-0.23857900000000143
121,2012-06-21,83.634285,84.031425,82.491432,82.524284,71.312492,81587800.0,81.58838036666666,1.4080932017565333,-1.1528550000000024
122,2012-06-22,82.720001,83.169998,82.202858,83.157143,71.85936,71117900.0,81.56990426666667,1.3826825492815857,0.6328590000000105
123,2012-06-25,82.471428,82.828575,81.48143,81.538574,70.460701,76095600.0,81.51728533333333,1.3514550823458162,-1.618569000000008
124,2012-06-26,81.618568,82.07,81.047142,81.718575,70.616219,69134100.0,81.54957116666667,1.3440419462420992,0.1800010000000043
125,2012-06-27,82.14286,82.391426,81.702858,82.071426,70.92115,50749300.0,81.57347583333333,1.3468234277760855,0.35285100000000114
126,2012-06-28,81.667145,82.0,80.80143,81.292854,70.248352,70709100.0,81.57761860000001,1.3457257090559014,-0.7785719999999969
127,2012-06-29,82.571426,83.428574,82.035713,83.428574,72.093903,105375200.0,81.64819000000001,1.3861895644391125,2.135719999999992
128,2012-07-02,83.53286,84.781425,83.371429,84.645714,73.145668,100023000.0,81.75295203333333,1.4897222435673387,1.2171400000000006
129,2012-07-03,84.982857,85.714287,84.85714,85.629997,73.996246,60428200.0,81.9086662,1.640352459093573,0.9842830000000049
130,2012-07-04,84.982857,85.714287,84.85714,85.629997,73.996246,60428200.0,81.9086662,1.640352459093573,0.9842830000000049
131,2012-07-05,84.982857,85.714287,84.85714,85.629997,73.996246,60428200.0,81.9086662,1.640352459093573,0.9842830000000049
132,2012-07-06,86.727142,86.919998,85.940002,86.554283,74.794975,104732600.0,82.40595193333334,1.916389855257216,-0.5800020000000075
133,2012-07-09,86.471428,87.699997,86.30143,87.69857,75.783798,94851400.0,82.72885663333334,1.965880543887277,1.1442870000000056
134,2012-07-10,88.281425,88.552856,86.472855,86.887146,75.082603,127989400.0,82.93309476666667,2.0698116565049727,-0.8114240000000024
135,2012-07-11,86.58857,86.808571,85.317146,86.347145,74.615967,117330500.0,83.13376156666668,2.100051046438403,-0.5400010000000037
136,2012-07-12,85.748573,86.209999,84.668571,85.557144,73.933273,107010400.0,83.26057126666666,2.1284580016596144,-0.7900010000000037
137,2012-07-13,86.135712,86.741432,85.714287,86.424286,74.682602,77856800.0,83.38342843333334,2.2023769339253456,0.8671420000000012
138,2012-07-16,86.445717,87.374283,86.431427,86.701431,74.922119,75315100.0,83.52238080000001,2.2770966252427156,0.2771450000000044
139,2012-07-17,87.255714,87.35714,86.164284,86.705711,74.925812,73406200.0,83.7411903,2.256303889901408,0.004279999999994288
140,2012-07-18,86.655716,86.905716,86.222855,86.608574,74.841896,63175000.0,83.94104763333333,2.235091780345382,-0.09713699999998937
141,2012-07-19,87.325714,87.907143,86.571426,87.760002,75.836884,109215400.0,84.18623806666666,2.23719053415089,1.1514279999999957
142,2012-07-20,87.575714,87.777145,86.242859,86.328575,74.599937,99367800.0,84.34261903333332,2.216736573607069,-1.4314269999999993
143,2012-07-23,84.914284,86.557144,83.958572,86.261429,74.541885,121993900.0,84.4955238,2.1843024969522933,-0.06714599999999393
144,2012-07-24,86.76857,87.097145,85.501427,85.845711,74.182663,141283100.0,84.593619,2.1763769012158214,-0.41571800000001247
145,2012-07-25,86.76857,87.097145,85.501427,85.845711,74.182663,141283100.0,84.593619,2.1763769012158214,-0.41571800000001247
146,2012-07-26,86.76857,87.097145,85.501427,85.845711,74.182663,141283100.0,84.593619,2.1763769012158214,-0.41571800000001247
147,2012-07-27,82.144287,83.690002,81.655716,83.594284,72.237114,100984100.0,84.64942853333334,2.1251916902084553,1.4685670000000073
148,2012-07-30,84.417145,85.634285,83.974289,85.004288,73.455574,94785600.0,84.76133343333335,2.0486603317589216,1.4100040000000007
149,2012-07-31,86.175713,87.385712,86.102859,87.251427,75.397385,115581900.0,84.935762,2.029764046642188,2.247139000000004
150,2012-08-01,87.987144,88.057144,86.14286,86.687141,74.909775,96125400.0,85.0359049,2.0399037536352576,-0.5642860000000098
151,2012-08-02,86.120003,87.241432,85.75,86.827141,75.030754,83039600.0,85.13295233333334,2.0539799410117032,0.14000000000000057
152,2012-08-03,87.66143,88.28286,87.365715,87.957146,76.007233,86230200.0,85.27561923333334,2.0975538825756286,1.130004999999997
153,2012-08-06,88.184288,89.267143,87.894287,88.935715,76.852821,75525800.0,85.4893336,2.1338687300731136,0.9785690000000073
154,2012-08-07,88.96714,89.285713,88.291428,88.701431,76.650383,72611700.0,85.67414320000002,2.164783146128706,-0.23428400000000238
155,2012-08-08,88.484283,89.125717,88.157143,88.55143,76.520775,61176500.0,85.90790506666667,2.0797778763638544,-0.15000100000000316
156,2012-08-09,88.264282,88.818573,88.257141,88.675713,76.957161,55410600.0,86.13980966666666,1.9821243086967741,0.12428300000000547
157,2012-08-10,88.387146,88.822861,88.385712,88.814285,77.077438,48734700.0,86.36457163333334,1.884795981626295,0.13857199999999636
158,2012-08-13,89.055717,90.0,89.035713,90.0,78.106461,69708100.0,86.65480983333333,1.7418588381877003,1.1857150000000019
159,2012-08-14,90.267143,91.230003,90.029999,90.241432,78.315979,85042300.0,86.8819051,1.7508243109133659,0.2414320000000032
160,2012-08-15,90.185715,90.571426,89.678574,90.118568,78.209335,64335600.0,87.06433356666666,1.794370689722089,-0.12286400000000697
161,2012-08-16,90.172859,90.965714,90.071426,90.905716,78.892494,63633500.0,87.24019086666667,1.9041184303361025,0.787148000000002
162,2012-08-17,91.428574,92.598572,91.258568,92.587143,80.351715,110690300.0,87.4219528,2.139383587962964,1.6814269999999993
163,2012-08-20,91.428574,92.598572,91.258568,92.587143,80.351715,110690300.0,87.4219528,2.139383587962964,1.6814269999999993
164,2012-08-21,91.428574,92.598572,91.258568,92.587143,80.351715,110690300.0,87.4219528,2.139383587962964,1.6814269999999993
165,2012-08-22,91.428574,92.598572,91.258568,92.587143,80.351715,110690300.0,87.4219528,2.139383587962964,1.6814269999999993
166,2012-08-23,95.158569,95.699997,94.449997,94.66143,82.151878,105032200.0,87.95400056666668,2.8883350782091055,-0.8914260000000098
167,2012-08-24,94.215714,95.639999,93.650002,94.745712,82.225029,109335100.0,88.21595276666667,3.1341418177047826,0.08428200000000174
168,2012-08-27,97.141426,97.267143,96.220001,96.525711,83.769806,106752100.0,88.55523829999998,3.4589648755825797,1.7799990000000037
169,2012-08-28,96.425713,96.585716,95.809998,96.400002,83.660683,66854200.0,88.91666690000001,3.693430941153871,-0.12570900000000051
170,2012-08-29,96.464287,96.809998,96.085716,96.209999,83.495804,50701700.0,89.24285733333333,3.892478405589196,-0.19000300000000436
171,2012-08-30,95.805717,95.935715,94.692856,94.83857,82.305595,75674900.0,89.5140953,3.9915268334597864,-1.371428999999992
172,2012-08-31,95.321426,95.514282,93.89286,95.034286,82.475456,84580300.0,89.79171446666666,4.0781572002201365,0.19571599999999023
173,2012-09-03,95.321426,95.514282,93.89286,95.034286,82.475456,84580300.0,89.79171446666666,4.0781572002201365,0.19571599999999023
174,2012-09-04,95.321426,95.514282,93.89286,95.034286,82.475456,84580300.0,89.79171446666666,4.0781572002201365,0.19571599999999023
175,2012-09-05,96.510002,96.621429,95.657143,95.747147,83.094116,84093800.0,90.38514303333334,4.302937398695006,-0.6771389999999968
176,2012-09-06,96.167145,96.898575,95.828575,96.610001,83.842957,97799100.0,90.72785723333332,4.377498731818939,0.8628539999999987
177,2012-09-07,96.864288,97.497147,96.538574,97.205711,84.359955,82416600.0,91.09266663333332,4.447910747732998,0.5957099999999969
178,2012-09-10,97.207146,97.612854,94.585716,94.677139,82.16552,121999500.0,91.38704756666667,4.3804089137024915,-2.528571999999997
179,2012-09-11,95.015717,95.728569,93.785713,94.370003,81.898964,125995800.0,91.79519043333333,4.045345757141809,-0.30713599999999985
180,2012-09-12,95.015717,95.728569,93.785713,94.370003,81.898964,125995800.0,91.79519043333333,4.045345757141809,-0.30713599999999985
181,2012-09-13,95.015717,95.728569,93.785713,94.370003,81.898964,125995800.0,91.79519043333333,4.045345757141809,-0.30713599999999985
182,2012-09-14,95.015717,95.728569,93.785713,94.370003,81.898964,125995800.0,91.79519043333333,4.045345757141809,-0.30713599999999985
183,2012-09-17,95.015717,95.728569,93.785713,94.370003,81.898964,125995800.0,91.79519043333333,4.045345757141809,-0.30713599999999985
184,2012-09-18,99.982857,100.332855,99.488571,100.272858,87.021759,93375800.0,92.84995246666666,4.010795770208185,0.3042829999999981
185,2012-09-19,100.03714,100.57,99.938568,100.300003,87.045334,81718700.0,93.284905,4.089482949190966,0.027145000000004416
186,2012-09-20,99.879997,100.008568,99.08857,99.814285,86.623787,84142100.0,93.72247646666668,4.061384606312881,-0.48571800000000565
187,2012-09-21,100.344284,100.724289,99.908569,100.012856,86.796127,142897300.0,94.1620003,4.002491853854276,0.19857100000000116
188,2012-09-24,100.344284,100.724289,99.908569,100.012856,86.796127,142897300.0,94.1620003,4.002491853854276,0.19857100000000116
189,2012-09-25,100.344284,100.724289,99.908569,100.012856,86.796127,142897300.0,94.1620003,4.002491853854276,0.19857100000000116
190,2012-09-26,95.534286,96.098572,94.457146,95.025711,82.468048,144125800.0,94.64042866666666,3.6993874946762904,-1.1942899999999952
191,2012-09-27,95.534286,96.098572,94.457146,95.025711,82.468048,144125800.0,94.64042866666666,3.6993874946762904,-1.1942899999999952
192,2012-09-28,95.534286,96.098572,94.457146,95.025711,82.468048,144125800.0,94.64042866666666,3.6993874946762904,-1.1942899999999952
193,2012-10-01,95.879997,96.678574,93.785713,94.19857,81.750168,135898700.0,95.04861906666665,3.3226633713127804,-1.101433
194,2012-10-02,95.879997,96.678574,93.785713,94.19857,81.750168,135898700.0,95.04861906666665,3.3226633713127804,-1.101433
195,2012-10-03,95.879997,96.678574,93.785713,94.19857,81.750168,135898700.0,95.04861906666665,3.3226633713127804,-1.101433
196,2012-10-04,95.89286,96.321426,95.078575,95.257141,82.668839,92681400.0,95.50490466666665,2.84811605387822,-0.664283999999995
197,2012-10-05,95.89286,96.321426,95.078575,95.257141,82.668839,92681400.0,95.50490466666665,2.84811605387822,-0.664283999999995
198,2012-10-08,95.89286,96.321426,95.078575,95.257141,82.668839,92681400.0,95.50490466666665,2.84811605387822,-0.664283999999995
199,2012-10-09,95.89286,96.321426,95.078575,95.257141,82.668839,92681400.0,95.50490466666665,2.84811605387822,-0.664283999999995
200,2012-10-10,95.89286,96.321426,95.078575,95.257141,82.668839,92681400.0,95.50490466666665,2.84811605387822,-0.664283999999995
201,2012-10-11,92.35714,92.457146,89.728569,89.728569,77.870895,136520300.0,95.5397616,2.7924542394373724,-1.8300020000000075
202,2012-10-12,89.937141,90.76857,89.328575,89.958572,78.070511,115003700.0,95.53442840000001,2.803296727395731,0.23000300000001062
203,2012-10-15,90.335716,90.732857,89.121429,90.68,78.696594,108125500.0,95.52690453333334,2.816420460287926,0.7214280000000031
204,2012-10-16,90.767143,92.900002,90.14286,92.827141,80.559998,137442900.0,95.53490446666667,2.808110834828622,2.1471409999999906
205,2012-10-17,92.695717,93.255714,92.0,92.087143,79.91777,97259400.0,95.41938069999999,2.877771360003963,-0.7399979999999999
206,2012-10-18,91.370003,91.722855,90.0,90.377144,78.433754,119156100.0,95.27657116666666,3.0194958291432075,-1.7099989999999963
207,2012-10-19,91.370003,91.722855,90.0,90.377144,78.433754,119156100.0,95.27657116666666,3.0194958291432075,-1.7099989999999963
208,2012-10-22,91.370003,91.722855,90.0,90.377144,78.433754,119156100.0,95.27657116666666,3.0194958291432075,-1.7099989999999963
209,2012-10-23,91.370003,91.722855,90.0,90.377144,78.433754,119156100.0,95.27657116666666,3.0194958291432075,-1.7099989999999963
210,2012-10-24,91.370003,91.722855,90.0,90.377144,78.433754,119156100.0,95.27657116666666,3.0194958291432075,-1.7099989999999963
211,2012-10-25,91.370003,91.722855,90.0,90.377144,78.433754,119156100.0,95.27657116666666,3.0194958291432075,-1.7099989999999963
212,2012-10-26,91.370003,91.722855,90.0,90.377144,78.433754,119156100.0,95.27657116666666,3.0194958291432075,-1.7099989999999963
213,2012-10-29,91.370003,91.722855,90.0,90.377144,78.433754,119156100.0,95.27657116666666,3.0194958291432075,-1.7099989999999963
214,2012-10-30,91.370003,91.722855,90.0,90.377144,78.433754,119156100.0,95.27657116666666,3.0194958291432075,-1.7099989999999963
215,2012-10-31,91.370003,91.722855,90.0,90.377144,78.433754,119156100.0,95.27657116666666,3.0194958291432075,-1.7099989999999963
216,2012-11-01,85.459999,86.14286,84.881432,85.220001,73.958138,90324500.0,94.11252363333332,4.147777301442773,0.17428599999999506
217,2012-11-02,85.459999,86.14286,84.881432,85.220001,73.958138,90324500.0,94.11252363333332,4.147777301442773,0.17428599999999506
218,2012-11-05,85.459999,86.14286,84.881432,85.220001,73.958138,90324500.0,94.11252363333332,4.147777301442773,0.17428599999999506
219,2012-11-06,84.318573,84.391426,82.870003,83.264282,72.260864,93729300.0,93.34280926666666,4.947007042417827,-0.25286100000001
220,2012-11-07,84.318573,84.391426,82.870003,83.264282,72.260864,93729300.0,93.34280926666666,4.947007042417827,-0.25286100000001
221,2012-11-08,84.318573,84.391426,82.870003,83.264282,72.260864,93729300.0,93.34280926666666,4.947007042417827,-0.25286100000001
